"date","state","si"
2020-03-02,Новгородская область,1.1
2020-03-02,Саратовская область,1.1600000000000001
2020-03-02,Республика Коми,1.3666666666666665
2020-03-02,Хабаровский край,0.95
2020-03-02,Липецкая область,1.15
2020-03-02,Томская область,1.2
2020-03-02,Иркутская область,1.2
2020-03-02,Республика Бурятия,0.8
2020-03-02,Омская область,0.9
2020-03-02,Санкт-Петербург и Ленинградская область,1.192307692307692
2020-03-02,Астраханская область,0.8
2020-03-02,Амурская область,0.9
2020-03-02,Республика Тыва,0.2
2020-03-02,Алтайский край,1.225
2020-03-02,Новосибирская область,1.0999999999999999
2020-03-02,Республика Татарстан,1.1666666666666667
2020-03-02,Республика Саха (Якутия),1.1
2020-03-02,Ямало-Ненецкий автономный округ,0.8999999999999999
2020-03-02,Мурманская область,1.6000000000000003
2020-03-02,Тульская область,1.4333333333333333
2020-03-02,Кировская область,1.15
2020-03-02,Пензенская область,1.0333333333333334
2020-03-02,Удмуртская Республика,1.15
2020-03-02,Республика Калмыкия,0.8
2020-03-02,Республика Ингушетия,0.3
2020-03-02,Чеченская Республика,1.325
2020-03-02,Воронежская область,1.175
2020-03-02,Ярославская область,1.1
2020-03-02,Республика Алтай,0.3
2020-03-02,Костромская область,1
2020-03-02,Республика Северная Осетия — Алания,1
2020-03-02,Тамбовская область,1.1
2020-03-02,Оренбургская область,1.2000000000000002
2020-03-02,Камчатский край,0.7
2020-03-02,Сахалинская область,0.4
2020-03-02,Кабардино-Балкарская Республика,1.15
2020-03-02,Ростовская область,1.2454545454545456
2020-03-02,Архангельская область,1.3666666666666665
2020-03-02,Республика Карелия,1.2
2020-03-02,Тюменская область,0.8666666666666667
2020-03-02,Ставропольский край,0.9666666666666668
2020-03-02,Самарская область,1.25
2020-03-02,Рязанская область,0.8
2020-03-02,Владимирская область,1.22
2020-03-02,Пермский край,1.3285714285714287
2020-03-02,Ханты-Мансийский автономный округ - Югра,0.8666666666666667
2020-03-02,Республика Мордовия,0.7
2020-03-02,Белгородская область,1.1333333333333335
2020-03-02,Республика Дагестан,1.3833333333333335
2020-03-02,Брянская область,1.15
2020-03-02,Кемеровская область (Кузбасс),1.2000000000000002
2020-03-02,Забайкальский край,1.5
2020-03-02,Вологодская область,0.9500000000000001
2020-03-02,Республика Хакасия,1.05
2020-03-02,Калининградская область,0.7
2020-03-02,Нижегородская область,1.05
2020-03-03,Пензенская область,0.9333333333333332
2020-03-03,Кировская область,1.05
2020-03-03,Ярославская область,1
2020-03-03,Костромская область,0.8
2020-03-03,Республика Калмыкия,0.8
2020-03-03,Мурманская область,1.5333333333333332
2020-03-03,Воронежская область,1.1
2020-03-03,Чеченская Республика,1.225
2020-03-03,Тульская область,1.3
2020-03-03,Республика Ингушетия,0.3
2020-03-03,Республика Алтай,0.2
2020-03-03,Удмуртская Республика,1.05
2020-03-03,Карачаево-Черкесская Республика,0.6
2020-03-03,Калининградская область,0.7
2020-03-03,Тамбовская область,1
2020-03-03,Архангельская область,1.3333333333333333
2020-03-03,Кемеровская область (Кузбасс),1.1444444444444448
2020-03-03,Сахалинская область,0.5
2020-03-03,Оренбургская область,1.075
2020-03-03,Ростовская область,1.0909090909090908
2020-03-03,Ханты-Мансийский автономный округ - Югра,0.8333333333333334
2020-03-03,Камчатский край,0.6
2020-03-03,Республика Дагестан,1.2
2020-03-03,Белгородская область,1.0333333333333334
2020-03-03,Республика Мордовия,0.6
2020-03-03,Тюменская область,0.8666666666666667
2020-03-03,Республика Карелия,1.1
2020-03-03,Владимирская область,1.08
2020-03-03,Ямало-Ненецкий автономный округ,0.8500000000000001
2020-03-03,Самарская область,1.1500000000000001
2020-03-03,Ставропольский край,0.7888888888888889
2020-03-03,Рязанская область,0.7
2020-03-03,Алтайский край,1.15
2020-03-03,Забайкальский край,1.4500000000000002
2020-03-03,Нижегородская область,0.8375
